,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
94,CBS,Tue May 26 23:13:19 +0000 2020,"RT @amblin: Have the time of your life catching up with the Jones boys on the LAST CRUSADE, this Sunday, prime time, on @CBS and @CBSAllAcc…",0.0,0.0,0.0,1.0,6
95,CBS,Tue May 26 21:21:57 +0000 2020,RT @CBSThisMorning: TOMORROW: @GayleKing talks to @RobGronkowski and @Venuseswilliams ahead of their debut together on the new @CBS game sh…,0.0,0.0,0.0,1.0,5
96,CBS,Tue May 26 18:44:27 +0000 2020,It's the TV special we all need right now. Watch Haircut Night in America hosted by @RebeccaRomijn and @MrJerryOC t… https://t.co/jPatco0AZ3,0.4019,0.119,0.0,0.881,4
97,CBS,Mon May 25 23:00:01 +0000 2020,"Join Indy on the quest of a lifetime when #CBSMovieNight airs Indiana Jones and the Last Crusade this Sunday, May 3… https://t.co/w2mBL9mZ6d",0.296,0.095,0.0,0.905,3
98,CBS,Mon May 25 21:00:10 +0000 2020,"RT @gameon: From top to bottom, this season's lineup of #GameOn talent is nothing but heavy hitters! https://t.co/ck0r6btiPS",0.3802,0.183,0.0,0.817,2
99,CBS,Mon May 25 16:00:01 +0000 2020,Be kind to yourself and to others during these uncertain times. Stay connected. #AloneTogether https://t.co/o19ltOS17o,0.296,0.183,0.118,0.699,1
100,CTVNews,Thu Jun 04 03:59:34 +0000 2020,"Freeland says Canadians in Hong Kong are 'very, very welcome' to come home https://t.co/BtecDEfeqL https://t.co/aT8C4DS9jO",0.5531,0.203,0.0,0.797,100
101,CTVNews,Thu Jun 04 03:45:02 +0000 2020,This man sheltered dozens of protesters in his home to protect them from arrest https://t.co/y2XF9pfaGz https://t.co/DaSKFyxAyf,-0.1779,0.131,0.216,0.653,99
102,CTVNews,Thu Jun 04 03:29:22 +0000 2020,"If Trudeau won't stand up to Trump, how will regular people: Singh https://t.co/ZtEaLbC2kk https://t.co/0A4S2eza6E",0.0,0.0,0.0,1.0,98
103,CTVNews,Thu Jun 04 03:15:01 +0000 2020,"Mexico reports new one-day high of 1,092 coronavirus deaths https://t.co/YOrpMrJ6va https://t.co/S3vKRu1BPh",0.0,0.0,0.0,1.0,97
104,CTVNews,Thu Jun 04 03:14:53 +0000 2020,A billboard along a highway outside Edmonton is attracting attention as the butt of jokes online https://t.co/BjRc3L0V2g,0.6249,0.254,0.0,0.746,96
105,CTVNews,Thu Jun 04 02:59:35 +0000 2020,"'Daddy changed the world,' says George Floyd's daughter in touching video https://t.co/ZSLGIqA4me https://t.co/8ogpvEoX17",0.0,0.0,0.0,1.0,95
106,CTVNews,Thu Jun 04 02:51:31 +0000 2020,"It's travelling at 11 kilometres per second, it's up to 570 metres wide, and in a few days it will come close to Ea… https://t.co/gLpsaD5iXw",0.0,0.0,0.0,1.0,94
107,CTVNews,Thu Jun 04 02:45:02 +0000 2020,Scientists learn how tiny critters make ocean 'snot palaces' https://t.co/ytSWnUgTct https://t.co/o71YCiVYPU,0.0,0.0,0.0,1.0,93
108,CTVNews,Thu Jun 04 02:32:43 +0000 2020,"As COVID-19 stress builds, study warns of potential spike in suicides https://t.co/nrl0taNAT4 https://t.co/go8lrc96ln",-0.4939,0.0,0.276,0.724,92
109,CTVNews,Thu Jun 04 02:29:20 +0000 2020,Will COVID-19 make big weddings a thing of the past? Industry experts say no https://t.co/4pecVo75Cp https://t.co/wFy1z1A3i2,-0.296,0.0,0.128,0.872,91
110,CTVNews,Thu Jun 04 02:15:02 +0000 2020,"MLB rejects 114-game schedule, threatens plan of about 50 https://t.co/UhM6aOzCth https://t.co/flyS3evMDb",-0.7003,0.0,0.392,0.608,90
111,CTVNews,Thu Jun 04 01:59:31 +0000 2020,'Searching for the guilty': Armenian PM asks citizens to share photos of pandemic rule breakers… https://t.co/9XERu2KrBU,-0.1531,0.116,0.147,0.737,89
112,CTVNews,Thu Jun 04 01:53:59 +0000 2020,This Alberta fisherman suffered a cracked rib while reeling in a 77-kilogram sturgeon https://t.co/dc4716kpVS,-0.4939,0.0,0.198,0.802,88
113,CTVNews,Thu Jun 04 01:47:29 +0000 2020,'Of course there's systemic racism in Canada': Ont. premier changes his tune after criticism https://t.co/PVejgMVdEx,-0.7906,0.0,0.35,0.65,87
114,CTVNews,Thu Jun 04 01:45:02 +0000 2020,"Girl, 8, tortured to death in Pakistan for releasing pet parrots, police say https://t.co/QsNEvAQJrf https://t.co/paIhPZZLC0",-0.8176,0.0,0.366,0.634,86
115,CTVNews,Thu Jun 04 01:29:20 +0000 2020,'This is a public record': These are the pandemic moments Canadians are documenting https://t.co/NQrbRjQtNK https://t.co/ugMDRiRczQ,0.0,0.0,0.0,1.0,85
116,CTVNews,Thu Jun 04 01:15:01 +0000 2020,"Nunavut RCMP to consider body cameras as tension between police, Inuit grows https://t.co/bZnZu5S9vT https://t.co/C19oFFCDhm",-0.3182,0.0,0.15,0.85,84
117,CTVNews,Thu Jun 04 00:59:32 +0000 2020,Creator fires 'Law &amp; Order' spin-off writer for online posts https://t.co/xGOIr5ncdv https://t.co/5kHcgc011b,0.0,0.0,0.0,1.0,83
118,CTVNews,Thu Jun 04 00:45:01 +0000 2020,"No difference between racism in Canada and the U.S., activists say https://t.co/3X9RAPe9Ko https://t.co/39wzIEI91A",-0.743,0.0,0.364,0.636,82
119,CTVNews,Thu Jun 04 00:40:49 +0000 2020,"A man has been arrested for allegedly selling homemade dynamite in Philadelphia, where 50 ATMs have exploded in rec… https://t.co/AIGIcULSlV",-0.34,0.075,0.136,0.789,81
120,CTVNews,Thu Jun 04 03:59:34 +0000 2020,"Freeland says Canadians in Hong Kong are 'very, very welcome' to come home https://t.co/BtecDEfeqL https://t.co/aT8C4DS9jO",0.5531,0.203,0.0,0.797,80
121,CTVNews,Thu Jun 04 03:45:02 +0000 2020,This man sheltered dozens of protesters in his home to protect them from arrest https://t.co/y2XF9pfaGz https://t.co/DaSKFyxAyf,-0.1779,0.131,0.216,0.653,79
122,CTVNews,Thu Jun 04 03:29:22 +0000 2020,"If Trudeau won't stand up to Trump, how will regular people: Singh https://t.co/ZtEaLbC2kk https://t.co/0A4S2eza6E",0.0,0.0,0.0,1.0,78
123,CTVNews,Thu Jun 04 03:15:01 +0000 2020,"Mexico reports new one-day high of 1,092 coronavirus deaths https://t.co/YOrpMrJ6va https://t.co/S3vKRu1BPh",0.0,0.0,0.0,1.0,77
124,CTVNews,Thu Jun 04 03:14:53 +0000 2020,A billboard along a highway outside Edmonton is attracting attention as the butt of jokes online https://t.co/BjRc3L0V2g,0.6249,0.254,0.0,0.746,76
125,CTVNews,Thu Jun 04 02:59:35 +0000 2020,"'Daddy changed the world,' says George Floyd's daughter in touching video https://t.co/ZSLGIqA4me https://t.co/8ogpvEoX17",0.0,0.0,0.0,1.0,75
126,CTVNews,Thu Jun 04 02:51:31 +0000 2020,"It's travelling at 11 kilometres per second, it's up to 570 metres wide, and in a few days it will come close to Ea… https://t.co/gLpsaD5iXw",0.0,0.0,0.0,1.0,74
127,CTVNews,Thu Jun 04 02:45:02 +0000 2020,Scientists learn how tiny critters make ocean 'snot palaces' https://t.co/ytSWnUgTct https://t.co/o71YCiVYPU,0.0,0.0,0.0,1.0,73
128,CTVNews,Thu Jun 04 02:32:43 +0000 2020,"As COVID-19 stress builds, study warns of potential spike in suicides https://t.co/nrl0taNAT4 https://t.co/go8lrc96ln",-0.4939,0.0,0.276,0.724,72
129,CTVNews,Thu Jun 04 02:29:20 +0000 2020,Will COVID-19 make big weddings a thing of the past? Industry experts say no https://t.co/4pecVo75Cp https://t.co/wFy1z1A3i2,-0.296,0.0,0.128,0.872,71
130,CTVNews,Thu Jun 04 02:15:02 +0000 2020,"MLB rejects 114-game schedule, threatens plan of about 50 https://t.co/UhM6aOzCth https://t.co/flyS3evMDb",-0.7003,0.0,0.392,0.608,70
131,CTVNews,Thu Jun 04 01:59:31 +0000 2020,'Searching for the guilty': Armenian PM asks citizens to share photos of pandemic rule breakers… https://t.co/9XERu2KrBU,-0.1531,0.116,0.147,0.737,69
