,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
21,BBC,Wed Jun 03 16:01:00 +0000 2020,"The NHS has introduced a test and trace system to help the UK lift lockdown restrictions.

But what is it and how d… https://t.co/MVxxTLuaD1",0.2144,0.074,0.0,0.926,79
22,BBC,Wed Jun 03 13:01:00 +0000 2020,"""I hope this is a learning point for many people.""

@GeorgethePoet on @BBCNewsnight.
https://t.co/F14xxj6YRH",0.4404,0.182,0.0,0.818,78
23,BBC,Wed Jun 03 12:01:00 +0000 2020,"These monkeys are treated like gods! 🙉

#Primates is streaming now on @BBCiPlayer.
https://t.co/iFQTQBdvfh",0.4199,0.166,0.0,0.834,77
24,BBC,Wed Jun 03 11:01:00 +0000 2020,"This is the fascinating story of David Mayan, who fulfilled his lifelong dream of flying…

#OwnTheSky
https://t.co/xWTzYiJi1x",0.8074,0.372,0.0,0.628,76
25,BBC,Wed Jun 03 09:19:24 +0000 2020,RT @bbcpress: Watch out for Rachel Carey - @BBCOne’s hit thriller #TheCapture will return for a second series - https://t.co/BYuEXAj1G4 htt…,0.1027,0.065,0.0,0.935,75
26,BBC,Wed Jun 03 08:01:00 +0000 2020,"Ophelia channels the otherworldly art of her icon H.R. Giger, whose Academy Award-winning designs were used in the… https://t.co/LysBXdEK3R",0.0,0.0,0.0,1.0,74
27,BBC,Wed Jun 03 06:53:10 +0000 2020,RT @bbcpress: BBC Young Jazz Musician returns in 2020 to celebrate the wealth of young talent in UK jazz: https://t.co/5xwV4ft2Qm https://t…,0.8658,0.35,0.0,0.65,73
28,BBC,Tue Jun 02 14:55:56 +0000 2020,"RT @BBCR1: “You cannot enjoy the rhythm and ignore the blues”

This is incredibly powerful from @claraamfo on the death of George Floyd, ra…",-0.7127,0.096,0.281,0.623,72
29,BBC,Tue Jun 02 13:16:18 +0000 2020,"RT @BBCR1: ""This is your problem too. It's mine. It's yours. It's everybody's.""

@gregjames spoke about George Floyd's death, racism, and w…",-0.8934,0.0,0.36,0.64,71
30,BBC,Tue Jun 02 07:01:00 +0000 2020,"Just some adorable fox cubs having fun (or learning to hunt?) on a trampoline!  🦊

#Springwatch | 8pm | @BBCTwo &amp;… https://t.co/UEUsVZIGnF",0.7777,0.244,0.0,0.756,70
31,BBC,Mon Jun 01 19:01:00 +0000 2020,"Brand new sketch show #ComediansAtHome stars @RealBobMortimer's #TrainGuy, @MrMichaelSpicer's #RoomNextDoor, a lip… https://t.co/KLoKrKO3V9",0.0,0.0,0.0,1.0,69
32,BBC,Mon Jun 01 16:01:00 +0000 2020,"A million pound idea, or never in a million years?

The Dragons were quick to pull the plug on this bathtub pitch!… https://t.co/KLi5Qv4wcm",0.0,0.0,0.0,1.0,68
33,BBC,Mon Jun 01 13:01:00 +0000 2020,"There's been some exciting new arrivals at @chesterzoo recently... tiny mongoose triplets! 😍
https://t.co/0vEw4SkUN1",0.7574,0.302,0.0,0.698,67
34,BBC,Mon Jun 01 12:01:00 +0000 2020,When a filmmaking duo cast a bodybuilder to play ‘a sensitive muscleman’ they discovered an even more complex chara… https://t.co/ax5Nhe1dLA,0.34,0.112,0.0,0.888,66
35,BBC,Mon Jun 01 09:59:27 +0000 2020,"RT @BBCRadio1PR: ⚡️ ANNOUNCEMENT ⚡️ 

Aled Haydn Jones is the new Head of Radio 1. 

""I’m so proud to be taking the helm of the best youth…",0.8478,0.233,0.0,0.767,65
36,BBC,Mon Jun 01 09:01:00 +0000 2020,"Coronavirus: Which schools are reopening for pupils?

👉 https://t.co/K36eLS8hGL https://t.co/dzKXrQl8wp",0.0,0.0,0.0,1.0,64
37,BBC,Mon Jun 01 08:01:00 +0000 2020,"Actress @RoseMcGowan talks to @LouisTheroux about growing up in The Children of God cult.

Listen to the Grounded w… https://t.co/MAhgFPu3GG",0.4215,0.174,0.0,0.826,63
38,BBC,Sun May 31 19:01:00 +0000 2020,"Get the tissues ready! 😭

#BillyElliot follows a boy growing up in a mining community who opts for ballet rather th… https://t.co/4XoJd17Km2",0.1007,0.157,0.108,0.734,62
39,BBC,Sun May 31 18:01:00 +0000 2020,"#DragonsDen: Best Ever Pitches takes a look at some of the best - and oddest - pitches ever seen in the Den! 🔥

Ton… https://t.co/2RlYzTVbQI",0.807,0.263,0.073,0.665,61
40,BBC,Sun May 31 15:01:00 +0000 2020,"I finally have something new to tell my mates about...

#QI is streaming now on @BBCiPlayer.
https://t.co/zFWBg9mKsc",0.0,0.0,0.0,1.0,60
41,BBC,Sun May 31 13:01:00 +0000 2020,"""Just because I can't see, doesn't mean I can't succeed.""

Sirine lost her sight at the age of 10.

Now, five years… https://t.co/tbcrw08vlZ",-0.1695,0.077,0.103,0.821,59
42,BBC,Sun May 31 11:01:00 +0000 2020,"Good to see your mum's taking lockdown well! 👍

#ComediansHomeAlone @KerryAGodliman
https://t.co/kiiqt10DPa",0.6476,0.325,0.0,0.675,58
43,BBC,Sat May 30 16:01:00 +0000 2020,"It may be hot and sunny outside, but it's always a good time to watch Disney's #Frozen... ❄️

6:40pm | @BBCOne &amp;… https://t.co/QBxPgZRkDZ",0.6956,0.215,0.0,0.785,57
44,BBC,Sat May 30 14:01:00 +0000 2020,"Comic masterpiece #SomeLikeItHot, starring Marilyn Monroe, is on @BBCTwo &amp; @BBCiPlayer at 3:40pm! 🎬

👉… https://t.co/9l7gZG2MRR",0.6588,0.188,0.0,0.812,56
45,BBC,Sat May 30 13:01:00 +0000 2020,"A comedy about a girl called Catherine Walcott. And another girl called Catherine Walcott...

Sisters who had no id… https://t.co/qFqujQqoWp",0.0772,0.11,0.097,0.793,55
46,BBC,Sat May 30 11:01:00 +0000 2020,"Classic animation #ChickenRun is on @BBCOne at 1:40pm! 🐔🙌

👉 https://t.co/DXX7UFCnz9 https://t.co/KXT6io8icg",0.0,0.0,0.0,1.0,54
47,BBC,Sat May 30 10:01:00 +0000 2020,"'LongShots' by @BBC_Reel is the BBC's first online film festival. 🎬

Watch all seven films and vote for your favour… https://t.co/IEqNhYfk3s",0.4939,0.132,0.0,0.868,53
48,BBC,Sat May 30 08:47:56 +0000 2020,"RT @BBC6Music: Meet Amelie, DJ, aged 7.

🎧 Hear her All Queens Mix for @maryannehobbs on @BBCSounds. https://t.co/yDriNsbOJd",0.0,0.0,0.0,1.0,52
49,BBC,Fri May 29 19:01:00 +0000 2020,"Tonight #GrahamNorton is joined on his virtual sofa by..

✨@ladygaga!
✨@chrisevans!
✨Michelle Dockery!
✨@joshgad!
✨… https://t.co/mgEWfoXMD3",0.0,0.0,0.0,1.0,51
50,BBC,Fri May 29 18:01:00 +0000 2020,"This device could change the way we cook eggs forever... if we can just get it to work! 😂🥚🍳

#DragonsDen: Best Ever… https://t.co/7KYdU3hsKw",0.8122,0.229,0.052,0.718,50
51,BBC,Fri May 29 16:01:00 +0000 2020,"Do police facial composites actually help catch criminals?
https://t.co/nniUl1xaBZ",-0.25,0.201,0.276,0.522,49
52,BBC,Fri May 29 13:50:55 +0000 2020,"RT @HackerTDog: Not only is it #NationalBiscuitDay, but I’ve released a top notch meditation film to relax your mind holes. Have a watch of…",0.7227,0.216,0.0,0.784,48
53,BBC,Fri May 29 13:40:29 +0000 2020,"RT @BBC_Reel: What’s left after glory? 🏋🏆

Watch ‘The Champion of the World’ in #LongShots Film Festival. Available on BBC Reel now https:/…",0.891,0.315,0.0,0.685,47
54,BBC,Fri May 29 12:01:00 +0000 2020,"Someone not liking I've recommended to them = a personal attack. 

#LimmysHomemadeShow is streaming now on… https://t.co/jNekOdc2Tj",-0.714,0.0,0.332,0.668,46
55,BBC,Fri May 29 09:04:43 +0000 2020,RT @bbcpress: ⚽ Back of the net! Live #PremierLeague football on BBC TV for the first time ever: https://t.co/anBT28AMVJ https://t.co/vTPz8…,0.0,0.0,0.0,1.0,45
56,BBC,Fri May 29 08:01:00 +0000 2020,"These animals know exactly what life is all about! 😍 
https://t.co/W0Xr3DkQdL",0.5093,0.202,0.0,0.798,44
57,BBC,Thu May 28 19:01:00 +0000 2020,"🚨BRAND NEW #QI KLAXON! 🚨

@sanditoksvig kicks off Series R with @alandavies1, @JohnBarrowman, @WeeMissBea and Phil… https://t.co/VUmotCmEht",0.0,0.0,0.0,1.0,43
58,BBC,Thu May 28 18:04:11 +0000 2020,HRH The Duke of Cambridge is campaigning to get British men to open up about mental health issues by using football… https://t.co/On31Cl4J1y,0.0,0.0,0.0,1.0,42
59,BBC,Thu May 28 14:52:37 +0000 2020,"RT @BBCSport: THE PREMIER LEAGUE WILL RESTART ON 17 JUNE.

Full story ➡ https://t.co/eY81UffpPK  #bbcfootball #EPL https://t.co/uc6QrC4JEk",0.0,0.0,0.0,1.0,41
60,BBC,Thu May 28 12:01:00 +0000 2020,"Niall! 😍✨

You can listen to @NiallOfficial's beautiful at-home #BigWeekend set now on @BBCSounds. 🎧
https://t.co/Fjwd4dXRY7",0.8588,0.358,0.0,0.642,40
61,BBC,Thu May 28 11:01:00 +0000 2020,"""I am so proud of her. She saved me.""

15-year-old Jyoti Kumari cycled 1,200 km (745 miles) with her injured father.
https://t.co/RHutF293vg",0.6238,0.238,0.095,0.667,39
62,BBC,Thu May 28 09:00:44 +0000 2020,"The humble toilet roll is a relatively recent invention, so do we really need it?
https://t.co/9S0hm4MvBx",0.0,0.0,0.0,1.0,38
63,BBC,Thu May 28 08:01:00 +0000 2020,"A tricky challenge from @BBCRadio4 - Can you pick your own #DesertIslandDiscs?

Pick the eight tracks, one book and… https://t.co/zu7lCMhKh1",-0.0772,0.062,0.077,0.861,37
64,BBC,Wed May 27 19:37:14 +0000 2020,"RT @BBC6Music: On Thursday at 9am BST we invite you to draw-a-long to the radio.

Illustrator Chris Riddell will be sharing his process liv…",0.5267,0.167,0.0,0.833,36
65,BBC,Wed May 27 19:01:00 +0000 2020,"Tonight's #ComedyShort is from @sarapascoe! 🙌

Sara Pascoe vs Monogamy | 10:30pm | @BBCTwo &amp; @BBCiPlayer.

👉… https://t.co/Cg9qTWCPrn",0.0,0.0,0.0,1.0,35
66,BBC,Wed May 27 17:01:00 +0000 2020,"Would you have managed to stay this calm?  😳

https://t.co/GSYRdqifOw",0.3869,0.208,0.0,0.792,34
67,BBC,Wed May 27 16:46:55 +0000 2020,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj40mhn7",0.4019,0.153,0.0,0.847,33
68,BBC,Wed May 27 16:02:33 +0000 2020,"RT @bbcasiannetwork: Ramadan was different this year

@helloyasser, @thequeenmehreen, @PoppyJBegum and @MimShaikh_ share their experience o…",0.296,0.128,0.0,0.872,32
69,BBC,Wed May 27 16:01:00 +0000 2020,"One of the most important scenes in #NormalPeople. 
https://t.co/rPunwBYBi0",0.2716,0.207,0.0,0.793,31
70,BBC,Wed May 27 13:41:09 +0000 2020,"RT @BBC_Reel: Introducing ‘LongShots’ by BBC Reel, the BBC’s first online film festival. Coming 28 May, 2020. https://t.co/HdExOJY1VQ",0.4939,0.158,0.0,0.842,30
71,BBC,Wed May 27 13:24:49 +0000 2020,"RT @BBCSounds: Tomorrow’s singalong is dedicated to our incredible bin and waste collectors! 👏👏

Listen on BBC Sounds from 9am, as we bring…",-0.0915,0.099,0.111,0.791,29
72,BBC,Wed May 27 13:01:00 +0000 2020,"Today I learned about the existence of 'the mother roll'... 😂

#InsideTheFactory 
https://t.co/Lwr6nTrOXQ",0.4404,0.184,0.092,0.725,28
73,BBC,Wed May 27 12:01:00 +0000 2020,"Just Beyoncé, in a mosh pit, in Hackney... 🤯

Don't miss JAY Z's legendary #BigWeekend 2012 set in full on… https://t.co/4jM76OJy4K",0.1139,0.064,0.0,0.936,27
74,BBC,Wed May 27 10:51:19 +0000 2020,RT @bbcpress: Classic #TotalWipeout episodes are back on @BBCOne with a twist - they'll be narrated by @flintoff11 and @paddymcguinness: ht…,0.0,0.0,0.0,1.0,26
75,BBC,Wed May 27 08:01:00 +0000 2020,"“We are taking our elephants back home to our village... the pandemic means there are no more tourists.""

With the… https://t.co/uA4JoyhTc9",-0.296,0.0,0.099,0.901,25
76,BBC,Tue May 26 21:14:32 +0000 2020,"RT @bbcglasto: We promised you some news didn't we?..

Between June 25th - 29th, when the 50th anniversary of @glastonbury was due to take…",0.3612,0.098,0.0,0.902,24
77,BBC,Tue May 26 21:14:14 +0000 2020,"RT @bbcpress: From 25-29 June, when the 50th anniversary of @Glastonbury Festival was due to take place, the BBC will be bringing the spiri…",0.4939,0.122,0.0,0.878,23
78,BBC,Tue May 26 18:01:00 +0000 2020,"#Springwatch is BACK!  🙌

The team are live from locations close to home - @ChrisGPackham is in the New Forest, Iol… https://t.co/cA4XjWdIm3",0.0,0.0,0.0,1.0,22
79,BBC,Tue May 26 17:01:00 +0000 2020,"""I was inspired by my mum and how strong she is. She was a police officer, a stereotypically male job. I see a lot… https://t.co/vQpwZjjRLR",0.7579,0.22,0.0,0.78,21
80,BBC,Tue May 26 16:01:00 +0000 2020,"There are all sorts of hidden meanings tucked inside brand logos... 👀
https://t.co/4ngKMKX1RG",0.0,0.0,0.0,1.0,20
81,BBC,Tue May 26 13:01:00 +0000 2020,"This gin distillery is doing something pretty amazing. 👏 #InsideTheFactory
https://t.co/Lgoi72F12d",0.7906,0.412,0.0,0.588,19
82,BBC,Tue May 26 12:40:41 +0000 2020,"RT @BBCTheOneShow: Have you got any space related questions for @astro_timpeake ? 🚀🌌

He'll be on #TheOneShow tonight, chatting to @angelli…",0.0,0.0,0.0,1.0,18
83,BBC,Tue May 26 12:01:00 +0000 2020,"From #AnimalCrossing to #Minecraft and #Fortnite, 'wholesome' video games can bring us together and help each other… https://t.co/ma98yrxak9",0.4019,0.137,0.0,0.863,17
84,BBC,Tue May 26 08:01:00 +0000 2020,"Frontman of one of the biggest bands in the world?  ✅

Good at quizzes? ❌ 

@GregJames challenged @Coldplay's Chris… https://t.co/pdBz2oLfTh",0.4329,0.122,0.053,0.825,16
85,BBC,Mon May 25 18:01:00 +0000 2020,"A long time ago (40 years) in a galaxy far, far away (Britain of 1980), #StarWars: The Empire Strikes Back had its… https://t.co/QzF98SKI4s",-0.3612,0.0,0.102,0.898,15
86,BBC,Mon May 25 17:01:00 +0000 2020,"#Paddington2 = perfect #BankHoliday film!  🙌❤️

7pm | @BBCOne &amp; @BBCiPlayer.

👉 https://t.co/uLmpK9JwbY https://t.co/gkkZl2hTaK",0.6114,0.174,0.0,0.826,14
87,BBC,Mon May 25 16:01:00 +0000 2020,"This is like a computer game... mesmerising skill, @ForeyLiv! 👏
https://t.co/cpoS6ExSPS",0.4199,0.202,0.0,0.798,13
88,BBC,Mon May 25 11:01:00 +0000 2020,"Countries around the world are considering when and how to ease restrictions, but could there be second or even thi… https://t.co/cUK2YgFJBJ",0.1901,0.08,0.0,0.92,12
89,BBC,Mon May 25 11:01:00 +0000 2020,"When The Empire Strikes Back was released 40 years ago, it was simply the sequel to #StarWars.

#BBCInsideCinema ri… https://t.co/j9aeZz3pkz",-0.3612,0.0,0.116,0.884,11
90,BBC,Mon May 25 08:01:00 +0000 2020,".@alexander_olly talking to his mum about being bullied is seriously powerful.

Growing Up Gay is streaming now on… https://t.co/oQpby3IlO6",-0.3182,0.178,0.229,0.593,10
91,BBC,Sun May 24 16:01:00 +0000 2020,"Did you know that dogs bow at each other before they begin playing? 🐶😯

#AnimalsAtPlay @gordonjbuchanan
https://t.co/t8cEVG2qWx",0.2023,0.087,0.0,0.913,9
92,BBC,Sun May 24 15:00:00 +0000 2020,"HRH The Duke of Cambridge chats to former Premier League footballer Marvin Sordell, who opens up about his struggle… https://t.co/osK2L9cWsc",0.0,0.0,0.0,1.0,8
93,BBC,Sun May 24 14:01:00 +0000 2020,"Do you have coronavirus? Here's the symptoms to look out for:

‣ A new, continuous cough
‣ Fever
‣ Loss of smell or… https://t.co/Nv0z4ddcsU",-0.3182,0.0,0.091,0.909,7
94,BBC,Sun May 24 13:01:00 +0000 2020,"At the Shaolin Temple in China, warrior monks train for years to master the art of Kung Fu.

#SacredWonders is stre… https://t.co/UwrW5fCCTu",0.0,0.0,0.0,1.0,6
95,BBC,Sun May 24 12:01:00 +0000 2020,"""I just couldn't breathe, and then the next thing I know I was in an ambulance.""

@TheVampsCon discusses his strugg… https://t.co/PfPpjFn25U",0.0,0.0,0.0,1.0,5
96,BBC,Sun May 24 11:01:00 +0000 2020,"""If we are going to go forward with more time spent in lockdown, then there is going to be an ever-increasing need… https://t.co/QaKXENziYj",0.0,0.0,0.0,1.0,4
97,BBC,Sun May 24 09:01:00 +0000 2020,".@CBeebiesHQ have a range of mindful activities for pre-schoolers on their Go Explore app! ✨

👉… https://t.co/DAe83v8aqp",0.3802,0.12,0.0,0.88,3
98,BBC,Sat May 23 16:01:00 +0000 2020,"#FindingDory = perfect weekend film!   🙌🐠

6.20pm | @BBCOne &amp; @BBCiPlayer.

👉 https://t.co/epX87pTvAr https://t.co/cshunjl5Kx",0.6114,0.174,0.0,0.826,2
99,BBC,Sat May 23 15:01:00 +0000 2020,"We hope this brings you some much needed tranquility. 😌

This is the Mindful Mix with David Attenborough. 🍃

Listen… https://t.co/ls7qmnyu5U",0.8074,0.274,0.0,0.726,1
100,ctvnews,Thu Jun 04 04:16:53 +0000 2020,"Floyd memorials will retrace life, push for justice in death https://t.co/oALlx74GKs https://t.co/oNS8GItDHy",-0.128,0.197,0.225,0.578,100
101,ctvnews,Thu Jun 04 04:15:01 +0000 2020,Trump administration moves to block Chinese airlines from U.S. https://t.co/lWvhVRN7wR https://t.co/8nZ7XPIf18,-0.4404,0.0,0.225,0.775,99
102,ctvnews,Thu Jun 04 03:59:34 +0000 2020,"Freeland says Canadians in Hong Kong are 'very, very welcome' to come home https://t.co/BtecDEfeqL https://t.co/aT8C4DS9jO",0.5531,0.203,0.0,0.797,98
103,ctvnews,Thu Jun 04 03:45:02 +0000 2020,This man sheltered dozens of protesters in his home to protect them from arrest https://t.co/y2XF9pfaGz https://t.co/DaSKFyxAyf,-0.1779,0.131,0.216,0.653,97
104,ctvnews,Thu Jun 04 03:29:22 +0000 2020,"If Trudeau won't stand up to Trump, how will regular people: Singh https://t.co/ZtEaLbC2kk https://t.co/0A4S2eza6E",0.0,0.0,0.0,1.0,96
105,ctvnews,Thu Jun 04 03:15:01 +0000 2020,"Mexico reports new one-day high of 1,092 coronavirus deaths https://t.co/YOrpMrJ6va https://t.co/S3vKRu1BPh",0.0,0.0,0.0,1.0,95
106,ctvnews,Thu Jun 04 03:14:53 +0000 2020,A billboard along a highway outside Edmonton is attracting attention as the butt of jokes online https://t.co/BjRc3L0V2g,0.6249,0.254,0.0,0.746,94
107,ctvnews,Thu Jun 04 02:59:35 +0000 2020,"'Daddy changed the world,' says George Floyd's daughter in touching video https://t.co/ZSLGIqA4me https://t.co/8ogpvEoX17",0.0,0.0,0.0,1.0,93
108,ctvnews,Thu Jun 04 02:51:31 +0000 2020,"It's travelling at 11 kilometres per second, it's up to 570 metres wide, and in a few days it will come close to Ea… https://t.co/gLpsaD5iXw",0.0,0.0,0.0,1.0,92
109,ctvnews,Thu Jun 04 02:45:02 +0000 2020,Scientists learn how tiny critters make ocean 'snot palaces' https://t.co/ytSWnUgTct https://t.co/o71YCiVYPU,0.0,0.0,0.0,1.0,91
110,ctvnews,Thu Jun 04 02:32:43 +0000 2020,"As COVID-19 stress builds, study warns of potential spike in suicides https://t.co/nrl0taNAT4 https://t.co/go8lrc96ln",-0.4939,0.0,0.276,0.724,90
111,ctvnews,Thu Jun 04 02:29:20 +0000 2020,Will COVID-19 make big weddings a thing of the past? Industry experts say no https://t.co/4pecVo75Cp https://t.co/wFy1z1A3i2,-0.296,0.0,0.128,0.872,89
112,ctvnews,Thu Jun 04 02:15:02 +0000 2020,"MLB rejects 114-game schedule, threatens plan of about 50 https://t.co/UhM6aOzCth https://t.co/flyS3evMDb",-0.7003,0.0,0.392,0.608,88
113,ctvnews,Thu Jun 04 01:59:31 +0000 2020,'Searching for the guilty': Armenian PM asks citizens to share photos of pandemic rule breakers… https://t.co/9XERu2KrBU,-0.1531,0.116,0.147,0.737,87
114,ctvnews,Thu Jun 04 01:53:59 +0000 2020,This Alberta fisherman suffered a cracked rib while reeling in a 77-kilogram sturgeon https://t.co/dc4716kpVS,-0.4939,0.0,0.198,0.802,86
115,ctvnews,Thu Jun 04 01:47:29 +0000 2020,'Of course there's systemic racism in Canada': Ont. premier changes his tune after criticism https://t.co/PVejgMVdEx,-0.7906,0.0,0.35,0.65,85
116,ctvnews,Thu Jun 04 01:45:02 +0000 2020,"Girl, 8, tortured to death in Pakistan for releasing pet parrots, police say https://t.co/QsNEvAQJrf https://t.co/paIhPZZLC0",-0.8176,0.0,0.366,0.634,84
117,ctvnews,Thu Jun 04 01:29:20 +0000 2020,'This is a public record': These are the pandemic moments Canadians are documenting https://t.co/NQrbRjQtNK https://t.co/ugMDRiRczQ,0.0,0.0,0.0,1.0,83
118,ctvnews,Thu Jun 04 01:15:01 +0000 2020,"Nunavut RCMP to consider body cameras as tension between police, Inuit grows https://t.co/bZnZu5S9vT https://t.co/C19oFFCDhm",-0.3182,0.0,0.15,0.85,82
119,ctvnews,Thu Jun 04 00:59:32 +0000 2020,Creator fires 'Law &amp; Order' spin-off writer for online posts https://t.co/xGOIr5ncdv https://t.co/5kHcgc011b,0.0,0.0,0.0,1.0,81
120,ctvnews,Thu Jun 04 04:16:53 +0000 2020,"Floyd memorials will retrace life, push for justice in death https://t.co/oALlx74GKs https://t.co/oNS8GItDHy",-0.128,0.197,0.225,0.578,80
121,ctvnews,Thu Jun 04 04:15:01 +0000 2020,Trump administration moves to block Chinese airlines from U.S. https://t.co/lWvhVRN7wR https://t.co/8nZ7XPIf18,-0.4404,0.0,0.225,0.775,79
122,ctvnews,Thu Jun 04 03:59:34 +0000 2020,"Freeland says Canadians in Hong Kong are 'very, very welcome' to come home https://t.co/BtecDEfeqL https://t.co/aT8C4DS9jO",0.5531,0.203,0.0,0.797,78
123,ctvnews,Thu Jun 04 03:45:02 +0000 2020,This man sheltered dozens of protesters in his home to protect them from arrest https://t.co/y2XF9pfaGz https://t.co/DaSKFyxAyf,-0.1779,0.131,0.216,0.653,77
124,ctvnews,Thu Jun 04 03:29:22 +0000 2020,"If Trudeau won't stand up to Trump, how will regular people: Singh https://t.co/ZtEaLbC2kk https://t.co/0A4S2eza6E",0.0,0.0,0.0,1.0,76
125,ctvnews,Thu Jun 04 03:15:01 +0000 2020,"Mexico reports new one-day high of 1,092 coronavirus deaths https://t.co/YOrpMrJ6va https://t.co/S3vKRu1BPh",0.0,0.0,0.0,1.0,75
126,ctvnews,Thu Jun 04 03:14:53 +0000 2020,A billboard along a highway outside Edmonton is attracting attention as the butt of jokes online https://t.co/BjRc3L0V2g,0.6249,0.254,0.0,0.746,74
127,ctvnews,Thu Jun 04 02:59:35 +0000 2020,"'Daddy changed the world,' says George Floyd's daughter in touching video https://t.co/ZSLGIqA4me https://t.co/8ogpvEoX17",0.0,0.0,0.0,1.0,73
